1
2722
6
1113.6440000000  180.3380000000    0.0000000000    0.0000000000  0.0778108046  1.1530754796  6.6258126259  1.0000000000
1365.6560000000  162.7740000000    0.0000000000    0.0000000000  0.0623108498  1.1716178023  5.9542071342  1.0000000000
1457.0810000000   80.4980000000    0.0000000000    0.0000000000  0.0508249123  1.1057817121  5.6751998901  1.0000000000
 504.9770000000   57.8070000000    0.0000000000    0.0000000000  0.0526403073  1.2562885903  5.8296385765  1.0000000000
 907.1480000000   51.1770000000    0.0000000000    0.0000000000  0.0724220340  1.1235405273  7.1084481239  1.0000000000
1330.4720000000   25.7470000000    0.0000000000    0.0000000000  0.0623108498  1.1716178023  5.9542071342  1.0000000000
 174.6790000000   39.9000000000    0.0000000000    0.0000000000  0.0528266671  1.3157089936  6.2009608269  1.0000000000
  88.6250000000   22.8660000000    0.0000000000    0.0000000000  0.0528266671  1.3157089936  6.2009608269  1.0000000000
 960.7330000000   27.7460000000    0.0000000000    0.0000000000  0.0724220340  1.1235405273  7.1084481239  1.0000000000
 523.0980000000   19.4330000000    0.0000000000    0.0000000000  0.0526403073  1.2562885903  5.8296385765  1.0000000000
1397.8380000000   16.6440000000    0.0000000000    0.0000000000  0.0623108498  1.1716178023  5.9542071342  1.0000000000
 477.4780000000   12.0270000000    0.0000000000    0.0000000000  0.0526403073  1.2562885903  5.8296385765  1.0000000000
1057.8580000000   11.2230000000    0.0000000000    0.0000000000  0.0724220340  1.1235405273  7.1084481239  1.0000000000
1993.8840000000   19.9590000000    0.0000000000    0.0000000000  0.0504740308  1.1414602712  5.5576285362  1.0000000000
1468.7230000000   15.0300000000    0.0000000000    0.0000000000  0.0623108498  1.1716178023  5.9542071342  1.0000000000
 379.3640000000   21.3380000000    0.0000000000    0.0000000000  0.0526403073  1.2562885903  5.8296385765  1.0000000000
 993.5940000000   15.8820000000    0.0000000000    0.0000000000  0.0724220340  1.1235405273  7.1084481239  1.0000000000
1518.4580000000   29.4070000000    0.0000000000    0.0000000000  0.0345191277  1.0695308603  5.4558429718  1.0000000000
 645.9360000000   29.6850000000    0.0000000000    0.0000000000  0.0587806706  1.2145860322  6.0965420723  1.0000000000
1915.5790000000   20.2760000000    0.0000000000    0.0000000000  0.0504740308  1.1414602712  5.5576285362  1.0000000000
