1
79
6
1572.7740000000   33.6650000000    0.0000000000    0.0000000000  0.0345191277  1.0695308603  5.4558429718  1.0000000000
 624.7770000000   43.9930000000    0.0000000000    0.0000000000  0.0587806706  1.2145860322  6.0965420723  1.0000000000
1203.8790000000  123.0440000000    0.0000000000    0.0000000000  0.0720196377  1.1903608379  6.5524919510  1.0000000000
 958.5620000000   94.3700000000    0.0000000000    0.0000000000  0.0756531127  1.1671456017  6.5683309555  1.0000000000
1614.0290000000  173.5300000000    0.0000000000    0.0000000000  0.0389425284  1.0535761603  5.4404754639  1.0000000000
 613.4330000000  163.0370000000    0.0000000000    0.0000000000  0.0526403073  1.2562885903  5.8296385765  1.0000000000
 670.4070000000  245.8570000000    0.0000000000    0.0000000000  0.0600640588  1.1999523536  6.3624350548  1.0000000000
 373.0780000000  296.6270000000    0.0000000000    0.0000000000  0.0582415858  1.3587294016  5.6608436585  1.0000000000
1040.2310000000  274.0420000000    0.0000000000    0.0000000000  0.0778108046  1.1530754796  6.6258126259  1.0000000000
 596.5630000000  315.2540000000    0.0000000000    0.0000000000  0.0506352560  1.2963111792  5.4787985802  1.0000000000
1715.1640000000  360.3880000000    0.0000000000    0.0000000000  0.0400182518  1.0151957723  5.6116321564  1.0000000000
1968.1660000000  392.2510000000    0.0000000000    0.0000000000  0.0509803695  1.1101627657  5.7287852287  1.0000000000
 877.9830000000  353.7260000000    0.0000000000    0.0000000000  0.0866189190  1.1758950047  6.5357188225  1.0000000000
1940.0960000000  359.3650000000    0.0000000000    0.0000000000  0.0509803695  1.1101627657  5.7287852287  1.0000000000
1970.6850000000  477.6410000000    0.0000000000    0.0000000000  0.0509803695  1.1101627657  5.7287852287  1.0000000000
 190.1530000000  473.1490000000    0.0000000000    0.0000000000  0.0643529236  1.3054901657  6.7415493012  1.0000000000
 927.5990000000  510.0790000000    0.0000000000    0.0000000000  0.0743109353  1.1654698449  6.4746707916  1.0000000000
 652.4540000000  527.2210000000    0.0000000000    0.0000000000  0.0584491875  1.1669151872  6.2907994270  1.0000000000
1589.8650000000  551.6480000000    0.0000000000    0.0000000000  0.0518537733  1.0226092316  5.7024518013  1.0000000000
1892.4490000000  560.3740000000    0.0000000000    0.0000000000  0.0509803695  1.1101627657  5.7287852287  1.0000000000
1599.2540000000  560.1930000000    0.0000000000    0.0000000000  0.0518537733  1.0226092316  5.7024518013  1.0000000000
1673.0950000000  593.0860000000    0.0000000000    0.0000000000  0.0518537733  1.0226092316  5.7024518013  1.0000000000
1460.3330000000  613.7890000000    0.0000000000    0.0000000000  0.0568235194  1.1359840523  5.6920119286  1.0000000000
 674.4590000000  628.2300000000    0.0000000000    0.0000000000  0.0596887595  1.1229572497  6.4679847717  1.0000000000
 961.8070000000  664.4650000000    0.0000000000    0.0000000000  0.0623290747  1.1465564501  6.3165044784  1.0000000000
 402.5920000000  722.4920000000    0.0000000000    0.0000000000  0.0550945337  1.0993628450  6.3097782135  1.0000000000
 537.1740000000  684.4180000000    0.0000000000    0.0000000000  0.0544094511  1.1213319497  6.5218918800  1.0000000000
 491.7510000000  801.3320000000    0.0000000000    0.0000000000  0.0550945337  1.0993628450  6.3097782135  1.0000000000
 419.6800000000  800.7690000000    0.0000000000    0.0000000000  0.0597118153  1.1503149910  6.4543552399  1.0000000000
1307.8280000000  867.3110000000    0.0000000000    0.0000000000  0.0534696254  1.0533381654  6.1368165970  1.0000000000
1091.9980000000  843.9270000000    0.0000000000    0.0000000000  0.0487622876  1.0783436617  6.4283770561  1.0000000000
  34.2930000000  852.5760000000    0.0000000000    0.0000000000  0.0701271477  1.3295738081  6.1057344437  1.0000000000
  55.7380000000  888.1970000000    0.0000000000    0.0000000000  0.0701271477  1.3295738081  6.1057344437  1.0000000000
 316.1290000000  889.3080000000    0.0000000000    0.0000000000  0.0614940258  1.2406195046  5.9721796990  1.0000000000
1202.7910000000  920.8350000000    0.0000000000    0.0000000000  0.0487622876  1.0783436617  6.4283770561  1.0000000000
1684.5920000000  914.6270000000    0.0000000000    0.0000000000  0.0448431160  1.0363160215  5.5664732933  1.0000000000
1491.5460000000  935.9440000000    0.0000000000    0.0000000000  0.0488792893  1.1413163210  5.4593977928  1.0000000000
 586.1620000000  957.7170000000    0.0000000000    0.0000000000  0.0415783857  0.9745524206  6.6180423737  1.0000000000
1805.3650000000 1032.7130000000    0.0000000000    0.0000000000  0.0538747312  1.0628185600  5.6830721855  1.0000000000
1680.7600000000 1937.4470000000    0.0000000000    0.0000000000  0.0618677887  1.2489718540  5.6897830010  1.0000000000
 898.8740000000 1881.8990000000    0.0000000000    0.0000000000  0.0569272123  1.1026250841  5.0833796501  1.0000000000
1145.8590000000 1640.9280000000    0.0000000000    0.0000000000  0.0602525837  1.2077715022  5.3547813416  1.0000000000
 888.1880000000 1431.0190000000    0.0000000000    0.0000000000  0.0572510769  1.2056202665  5.3681381226  1.0000000000
1180.3300000000 1355.7770000000    0.0000000000    0.0000000000  0.0621406946  1.2580183372  5.6989970207  1.0000000000
 987.7180000000 1820.6370000000    0.0000000000    0.0000000000  0.0569272123  1.1026250841  5.0833796501  1.0000000000
1288.5000000000 1842.9450000000    0.0000000000    0.0000000000  0.0649545830  1.2871164209  5.5599767685  1.0000000000
 260.6530000000 1846.6770000000    0.0000000000    0.0000000000  0.0784894986  1.2417727175  5.7321315765  1.0000000000
 735.6350000000 1850.4810000000    0.0000000000    0.0000000000  0.0555473042  1.1161376967  5.2566109657  1.0000000000
 995.0000000000 1762.9330000000    0.0000000000    0.0000000000  0.0569272123  1.1026250841  5.0833796501  1.0000000000
1458.2200000000 1654.3040000000    0.0000000000    0.0000000000  0.0585578419  1.2202797958  5.4092169762  1.0000000000
1536.0280000000 1635.0910000000    0.0000000000    0.0000000000  0.0573512703  1.2410746896  5.7206819534  1.0000000000
1304.3120000000 1505.9440000000    0.0000000000    0.0000000000  0.0602952252  1.2671221187  5.7535851479  1.0000000000
1161.3570000000 1447.7770000000    0.0000000000    0.0000000000  0.0582790006  1.2153757470  5.5251667023  1.0000000000
1957.2670000000 1612.8850000000    0.0000000000    0.0000000000  0.0500728215  1.0953329918  5.4810283661  1.0000000000
1862.0360000000 1539.1160000000    0.0000000000    0.0000000000  0.0477529821  1.1320782105  5.3087803841  1.0000000000
